,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
8635,6067007414,California,Sacramento County,1,4317,1376,0,9.0,0.21,0,1,0,0,0,1,21.5,63935.0,0,1,0,1,0,0,0,0,,1159.0,,,580.0,,1159.0,26.84,580.0,13.44,345.0,7.99,107.0,2.48,725.0,16.79,146.0,3.39,43.0,1.0,20.0,0.45,21.0,0.5,204.0,4.72,275.0,6.37,3.0,0.25,76.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.0,1357.0,265.0,2711.0,487.0,234.0,36.0,45.0,804.0,1077.0,121.0,330.0
8636,6067007415,California,Sacramento County,1,3039,1123,0,16.0,0.53,0,0,0,0,0,0,13.3,68750.0,0,0,0,0,0,0,0,0,,417.0,,,147.0,,417.0,13.71,147.0,4.83,79.0,2.59,73.0,2.39,287.0,9.44,31.0,1.02,30.0,0.98,2.0,0.07,1.0,0.03,66.0,2.16,72.0,2.39,4.0,0.35,26.0,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.0,646.0,506.0,2127.0,309.0,129.0,8.0,45.0,421.0,545.0,28.0,191.0
8637,6067007416,California,Sacramento County,1,3866,1431,0,5.0,0.13,0,1,0,0,0,1,18.7,59725.0,0,1,0,1,0,0,0,0,,2505.0,,,994.0,,2505.0,64.79,994.0,25.72,599.0,15.48,351.0,9.09,1666.0,43.09,247.0,6.4,121.0,3.13,9.0,0.23,18.0,0.47,444.0,11.48,493.0,12.75,52.0,3.66,123.0,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.0,956.0,498.0,2524.0,406.0,206.0,16.0,35.0,679.0,762.0,70.0,185.0
8638,6067007417,California,Sacramento County,1,3012,871,0,4.0,0.13,0,0,0,0,0,0,10.3,79886.0,0,1,0,1,0,0,0,0,,970.0,,,212.0,,970.0,32.2,212.0,7.03,262.0,8.68,88.0,2.93,640.0,21.25,94.0,3.11,127.0,4.22,7.0,0.24,13.0,0.43,89.0,2.95,115.0,3.81,0.0,0.0,37.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.0,861.0,256.0,1878.0,293.0,436.0,28.0,41.0,336.0,391.0,0.0,116.0
8639,6067007421,California,Sacramento County,1,9003,2565,0,24.0,0.27,0,0,0,0,0,0,11.6,92275.0,1,1,1,1,1,0,0,0,3674.0,7075.0,3674.0,845.0,1622.0,845.0,7075.0,78.59,1622.0,18.02,2290.0,25.44,420.0,4.66,4553.0,50.57,431.0,4.79,1257.0,13.96,69.0,0.76,39.0,0.43,727.0,8.07,919.0,10.21,0.0,0.0,169.0,6.6,3674.0,40.8,845.0,9.38,1203.0,13.37,194.0,2.15,2536.0,28.17,232.0,2.57,512.0,5.68,29.0,0.32,24.0,0.26,342.0,3.79,518.0,5.75,0.0,0.0,93.0,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2093.0,2922.0,547.0,5865.0,533.0,1509.0,81.0,54.0,961.0,1179.0,0.0,223.0
8640,6067007422,California,Sacramento County,1,2692,866,0,0.0,0.0,0,1,0,0,0,1,15.1,48021.0,0,1,0,1,0,0,0,0,,1320.0,,,791.0,,1320.0,49.02,791.0,29.39,396.0,14.72,87.0,3.23,912.0,33.89,121.0,4.48,69.0,2.57,0.0,0.01,12.0,0.43,206.0,7.64,227.0,8.43,50.0,5.82,73.0,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.0,818.0,178.0,1716.0,288.0,152.0,3.0,25.0,508.0,578.0,91.0,144.0
8641,6067007423,California,Sacramento County,1,5313,1934,0,0.0,0.0,0,0,0,0,0,1,42.0,29500.0,0,0,0,0,0,0,0,0,,310.0,,,228.0,,310.0,5.84,228.0,4.3,108.0,2.04,7.0,0.13,124.0,2.34,75.0,1.41,6.0,0.12,3.0,0.05,2.0,0.05,100.0,1.88,137.0,2.58,28.0,1.42,51.0,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3841.0,1712.0,177.0,2458.0,1095.0,156.0,70.0,55.0,1479.0,2014.0,410.0,885.0
8642,6067007424,California,Sacramento County,1,3508,1228,0,0.0,0.0,0,0,0,0,0,1,34.7,32305.0,0,0,0,0,0,0,0,0,,151.0,,,74.0,,151.0,4.31,74.0,2.1,40.0,1.15,9.0,0.25,87.0,2.47,19.0,0.55,9.0,0.27,4.0,0.13,2.0,0.06,29.0,0.84,20.0,0.58,0.0,0.0,16.0,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395.0,981.0,247.0,1989.0,580.0,182.0,27.0,60.0,670.0,753.0,99.0,380.0
8643,6067007426,California,Sacramento County,1,2234,757,0,0.0,0.0,0,0,0,0,0,1,23.2,51750.0,0,0,0,0,0,0,0,0,,237.0,,,134.0,,237.0,10.61,134.0,6.0,96.0,4.3,4.0,0.18,141.0,6.33,25.0,1.11,15.0,0.66,5.0,0.21,3.0,0.15,48.0,2.15,39.0,1.74,6.0,0.76,10.0,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.0,657.0,157.0,1316.0,332.0,215.0,29.0,18.0,324.0,346.0,33.0,136.0
8644,6067007427,California,Sacramento County,1,6840,2139,0,21.0,0.31,0,1,0,0,0,1,12.4,66046.0,0,1,0,1,0,0,0,0,,1125.0,,,267.0,,1125.0,16.45,267.0,3.9,321.0,4.7,54.0,0.8,666.0,9.73,125.0,1.83,126.0,1.84,5.0,0.07,11.0,0.16,192.0,2.81,221.0,3.24,1.0,0.07,42.0,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.0,2105.0,395.0,4297.0,603.0,859.0,53.0,60.0,968.0,1099.0,94.0,219.0
8645,6067007428,California,Sacramento County,1,3451,1251,0,15.0,0.43,0,0,0,0,0,0,13.4,70855.0,0,1,0,1,0,0,0,0,,1760.0,,,500.0,,1760.0,50.99,500.0,14.48,445.0,12.9,151.0,4.38,1248.0,36.16,128.0,3.72,160.0,4.62,7.0,0.2,4.0,0.12,213.0,6.16,236.0,6.85,2.0,0.17,56.0,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.0,866.0,263.0,2547.0,202.0,247.0,10.0,19.0,426.0,531.0,8.0,112.0
8646,6067007429,California,Sacramento County,1,4889,1731,0,7.0,0.14,0,0,0,0,0,1,17.1,59438.0,0,0,0,0,0,0,0,0,,360.0,,,18.0,,360.0,7.36,18.0,0.36,98.0,2.01,20.0,0.4,242.0,4.95,30.0,0.6,24.0,0.48,2.0,0.04,9.0,0.19,54.0,1.1,64.0,1.31,4.0,0.22,20.0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065.0,1499.0,239.0,2815.0,573.0,383.0,43.0,83.0,992.0,1189.0,198.0,312.0
8647,6067007430,California,Sacramento County,1,7805,2433,0,15.0,0.19,0,0,0,0,0,0,12.0,81731.0,0,1,0,1,0,0,0,0,,4342.0,,,886.0,,4342.0,55.63,886.0,11.35,1337.0,17.13,262.0,3.36,2880.0,36.9,439.0,5.62,400.0,5.12,31.0,0.4,38.0,0.49,553.0,7.09,641.0,8.21,7.0,0.31,152.0,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2618.0,2454.0,454.0,4949.0,922.0,769.0,49.0,73.0,1043.0,1199.0,26.0,284.0
8648,6067007431,California,Sacramento County,1,3355,1067,0,6.0,0.18,0,1,0,0,0,1,20.0,64792.0,0,1,0,1,0,0,0,0,76.0,2319.0,76.0,28.0,789.0,28.0,2319.0,69.13,789.0,23.51,628.0,18.71,164.0,4.9,1432.0,42.67,188.0,5.61,366.0,10.9,38.0,1.15,17.0,0.52,278.0,8.29,329.0,9.82,20.0,1.91,44.0,4.16,76.0,2.28,28.0,0.83,21.0,0.63,3.0,0.1,50.0,1.48,5.0,0.14,12.0,0.37,0.0,0.01,1.0,0.03,8.0,0.25,13.0,0.39,1.0,0.05,1.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.0,924.0,228.0,2087.0,255.0,552.0,43.0,27.0,391.0,488.0,30.0,61.0
8649,6067007432,California,Sacramento County,1,5040,1511,0,6.0,0.12,0,0,0,0,0,0,13.2,81711.0,1,1,1,1,1,0,0,0,956.0,4598.0,956.0,247.0,1207.0,247.0,4598.0,91.22,1207.0,23.94,1543.0,30.61,196.0,3.9,3190.0,63.29,320.0,6.35,446.0,8.85,47.0,0.93,53.0,1.04,543.0,10.77,690.0,13.69,66.0,4.35,117.0,7.76,956.0,18.96,247.0,4.91,321.0,6.36,51.0,1.01,709.0,14.06,58.0,1.16,72.0,1.43,5.0,0.1,8.0,0.17,103.0,2.04,129.0,2.55,16.0,1.03,25.0,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.0,1692.0,204.0,3494.0,381.0,477.0,54.0,58.0,576.0,765.0,79.0,136.0
8650,6067007433,California,Sacramento County,1,7656,2542,0,8.0,0.1,0,0,0,0,0,0,8.6,85051.0,0,1,0,1,0,0,0,0,47.0,3223.0,47.0,3.0,359.0,3.0,3223.0,42.1,359.0,4.69,1005.0,13.12,159.0,2.07,1931.0,25.22,297.0,3.87,557.0,7.27,20.0,0.26,20.0,0.27,398.0,5.2,450.0,5.87,23.0,0.9,105.0,4.14,47.0,0.62,3.0,0.04,14.0,0.19,1.0,0.02,32.0,0.42,2.0,0.02,8.0,0.1,0.0,0.0,0.0,0.0,5.0,0.07,9.0,0.12,0.0,0.0,2.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504.0,2390.0,565.0,4761.0,692.0,1153.0,53.0,57.0,940.0,1026.0,178.0,273.0
8651,6067007501,California,Sacramento County,1,6067,2303,0,67.0,1.1,0,1,0,0,0,1,16.2,54181.0,0,1,0,1,0,0,0,0,,1070.0,,,236.0,,1070.0,17.63,236.0,3.89,260.0,4.29,173.0,2.86,860.0,14.18,56.0,0.92,38.0,0.63,4.0,0.06,13.0,0.21,99.0,1.63,163.0,2.68,24.0,1.02,57.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2806.0,1556.0,690.0,4407.0,509.0,244.0,28.0,76.0,803.0,1120.0,209.0,370.0
8652,6067007503,California,Sacramento County,1,4912,2025,0,6.0,0.12,0,1,0,0,0,1,28.3,52232.0,0,1,0,1,0,0,0,0,,1327.0,,,589.0,,1327.0,27.02,589.0,11.99,327.0,6.66,144.0,2.93,959.0,19.52,118.0,2.4,59.0,1.2,2.0,0.05,32.0,0.66,157.0,3.19,185.0,3.77,2.0,0.11,119.0,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2316.0,1211.0,479.0,3202.0,723.0,255.0,32.0,89.0,611.0,685.0,142.0,488.0
8653,6067007504,California,Sacramento County,1,2054,785,0,125.0,6.09,0,1,0,0,0,1,24.3,60833.0,0,1,0,1,0,0,0,0,216.0,1807.0,216.0,102.0,681.0,102.0,1807.0,87.97,681.0,33.15,424.0,20.65,322.0,15.66,1377.0,67.05,133.0,6.47,72.0,3.51,14.0,0.68,13.0,0.62,198.0,9.65,278.0,13.56,71.0,9.02,94.0,12.04,216.0,10.53,102.0,4.96,42.0,2.03,50.0,2.43,192.0,9.36,10.0,0.49,6.0,0.29,0.0,0.0,1.0,0.05,7.0,0.35,16.0,0.77,11.0,1.46,11.0,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0,474.0,347.0,1544.0,154.0,86.0,18.0,16.0,236.0,314.0,98.0,112.0
8654,6067007601,California,Sacramento County,1,6416,2825,0,2.0,0.03,0,0,0,0,0,0,16.6,66780.0,0,1,0,1,0,0,0,0,,2352.0,,,787.0,,2352.0,36.66,787.0,12.27,463.0,7.22,447.0,6.97,1959.0,30.54,75.0,1.17,116.0,1.8,2.0,0.03,19.0,0.3,181.0,2.83,247.0,3.85,83.0,2.95,106.0,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180.0,1374.0,1096.0,4970.0,353.0,354.0,32.0,73.0,634.0,837.0,250.0,299.0
8655,6067007602,California,Sacramento County,1,4619,1950,0,104.0,2.25,0,1,0,0,0,1,17.2,64167.0,0,1,0,1,0,0,0,0,53.0,2821.0,53.0,17.0,1027.0,17.0,2821.0,61.07,1027.0,22.24,583.0,12.63,492.0,10.64,2321.0,50.24,105.0,2.27,150.0,3.25,8.0,0.17,17.0,0.37,220.0,4.77,269.0,5.82,100.0,5.12,102.0,5.23,53.0,1.16,17.0,0.36,12.0,0.25,9.0,0.2,40.0,0.87,2.0,0.04,3.0,0.06,0.0,0.0,1.0,0.02,8.0,0.16,8.0,0.17,1.0,0.06,2.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862.0,952.0,809.0,3609.0,199.0,269.0,27.0,38.0,477.0,498.0,198.0,172.0
8656,6067007701,California,Sacramento County,1,6126,2601,0,236.0,3.85,1,1,1,1,1,1,33.6,41802.0,1,1,1,1,1,0,0,1,4419.0,6068.0,4419.0,2279.0,3231.0,2279.0,6068.0,99.05,3231.0,52.75,1321.0,21.56,838.0,13.68,4528.0,73.92,429.0,7.0,342.0,5.59,30.0,0.49,80.0,1.3,658.0,10.75,895.0,14.62,258.0,9.9,531.0,20.43,4419.0,72.13,2279.0,37.2,941.0,15.36,606.0,9.89,3221.0,52.57,352.0,5.74,243.0,3.96,24.0,0.4,62.0,1.01,518.0,8.45,723.0,11.81,220.0,8.44,390.0,14.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3469.0,1335.0,847.0,4568.0,438.0,345.0,30.0,80.0,665.0,899.0,252.0,525.0
8657,6067007702,California,Sacramento County,1,4306,1925,0,57.0,1.32,0,0,0,0,1,0,13.6,121653.0,1,1,1,1,1,0,0,1,566.0,3121.0,566.0,165.0,820.0,165.0,3121.0,72.47,820.0,19.04,573.0,13.31,838.0,19.47,2597.0,60.3,95.0,2.21,149.0,3.45,21.0,0.5,21.0,0.48,238.0,5.53,288.0,6.68,155.0,8.04,86.0,4.45,566.0,13.14,165.0,3.83,99.0,2.3,156.0,3.62,458.0,10.64,26.0,0.6,24.0,0.55,1.0,0.03,3.0,0.08,54.0,1.25,64.0,1.5,70.0,3.64,18.0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.0,813.0,1074.0,3596.0,115.0,231.0,23.0,29.0,312.0,388.0,141.0,116.0
8658,6067007801,California,Sacramento County,1,5481,2330,0,120.0,2.19,1,1,1,1,1,1,20.3,85370.0,1,1,1,1,1,0,0,1,1703.0,3216.0,1703.0,180.0,501.0,180.0,3216.0,58.68,501.0,9.15,649.0,11.83,663.0,12.1,2630.0,47.99,204.0,3.72,85.0,1.55,12.0,0.22,24.0,0.44,260.0,4.75,349.0,6.37,233.0,10.02,127.0,5.44,1703.0,31.06,180.0,3.29,337.0,6.15,382.0,6.97,1370.0,25.0,143.0,2.6,47.0,0.86,6.0,0.12,12.0,0.22,124.0,2.26,176.0,3.21,173.0,7.44,67.0,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.0,1187.0,888.0,4366.0,348.0,194.0,27.0,42.0,504.0,646.0,335.0,221.0
8659,6067007802,California,Sacramento County,1,4808,2003,0,174.0,3.62,0,0,0,0,0,0,7.1,105147.0,1,1,1,1,1,0,0,0,2452.0,4550.0,2452.0,624.0,1040.0,624.0,4550.0,94.64,1040.0,21.64,873.0,18.16,853.0,17.75,3776.0,78.55,224.0,4.65,147.0,3.06,9.0,0.18,39.0,0.81,356.0,7.4,502.0,10.44,79.0,3.95,89.0,4.44,2452.0,51.01,624.0,12.98,451.0,9.38,514.0,10.7,1978.0,41.14,176.0,3.66,86.0,1.8,4.0,0.09,17.0,0.36,191.0,3.96,271.0,5.65,52.0,2.62,47.0,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,940.0,870.0,3978.0,233.0,156.0,9.0,44.0,388.0,535.0,86.0,89.0
8660,6067007903,California,Sacramento County,1,4576,1871,0,26.0,0.57,0,0,0,0,0,0,12.1,92696.0,0,1,0,1,0,0,0,0,,1155.0,,,149.0,,1155.0,25.23,149.0,3.25,218.0,4.77,294.0,6.43,1015.0,22.19,27.0,0.59,36.0,0.8,6.0,0.13,7.0,0.14,63.0,1.38,115.0,2.51,43.0,2.28,32.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.0,962.0,1007.0,3783.0,205.0,202.0,16.0,28.0,342.0,511.0,201.0,126.0
8661,6067007904,California,Sacramento County,1,4797,1829,0,42.0,0.88,0,0,0,0,0,0,11.7,87896.0,0,1,0,1,0,0,0,0,,3052.0,,,521.0,,3052.0,63.62,521.0,10.86,715.0,14.91,539.0,11.23,2653.0,55.31,44.0,0.92,80.0,1.66,28.0,0.58,29.0,0.59,218.0,4.54,332.0,6.93,0.0,0.0,81.0,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.0,1096.0,776.0,4138.0,83.0,127.0,41.0,40.0,368.0,505.0,8.0,135.0
8662,6067007905,California,Sacramento County,1,4225,1729,0,30.0,0.71,0,0,0,0,1,0,6.8,106364.0,1,1,1,1,1,0,0,1,1216.0,3750.0,1216.0,267.0,824.0,267.0,3750.0,88.77,824.0,19.51,797.0,18.86,766.0,18.14,3289.0,77.84,89.0,2.11,151.0,3.57,14.0,0.34,17.0,0.4,190.0,4.5,303.0,7.16,124.0,7.18,133.0,7.71,1216.0,28.77,267.0,6.31,270.0,6.4,221.0,5.24,1030.0,24.38,39.0,0.93,47.0,1.1,10.0,0.23,8.0,0.2,82.0,1.94,98.0,2.33,41.0,2.36,45.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.0,910.0,859.0,3689.0,99.0,169.0,17.0,19.0,232.0,363.0,144.0,150.0
8663,6067007906,California,Sacramento County,1,3525,1510,0,27.0,0.77,0,0,0,0,0,0,6.5,74700.0,0,1,0,1,0,0,0,0,,1555.0,,,522.0,,1555.0,44.11,522.0,14.8,287.0,8.14,260.0,7.37,1305.0,37.03,62.0,1.75,54.0,1.53,6.0,0.16,13.0,0.36,116.0,3.28,165.0,4.69,49.0,3.24,62.0,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.0,696.0,580.0,2966.0,145.0,116.0,12.0,26.0,260.0,368.0,130.0,149.0
8664,6067008005,California,Sacramento County,1,4715,1890,0,60.0,1.27,0,0,0,0,0,0,7.7,125690.0,1,1,1,1,1,0,0,0,693.0,2708.0,693.0,158.0,436.0,158.0,2708.0,57.43,436.0,9.25,520.0,11.03,569.0,12.07,2387.0,50.63,24.0,0.52,136.0,2.89,3.0,0.06,24.0,0.51,133.0,2.82,219.0,4.64,37.0,1.97,56.0,2.98,693.0,14.69,158.0,3.35,120.0,2.54,163.0,3.46,611.0,12.95,11.0,0.24,25.0,0.53,1.0,0.02,2.0,0.05,42.0,0.9,71.0,1.5,9.0,0.49,15.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,943.0,873.0,4103.0,61.0,241.0,11.0,41.0,258.0,404.0,61.0,86.0
8665,6067008006,California,Sacramento County,1,5718,2387,0,38.0,0.66,0,0,0,0,0,0,6.2,124205.0,1,1,1,1,1,0,0,0,2521.0,4476.0,2521.0,627.0,912.0,627.0,4476.0,78.27,912.0,15.94,882.0,15.42,795.0,13.91,3861.0,67.52,89.0,1.56,230.0,4.02,6.0,0.11,16.0,0.29,273.0,4.78,368.0,6.44,47.0,1.98,55.0,2.31,2521.0,44.09,627.0,10.97,454.0,7.94,496.0,8.67,2173.0,38.0,51.0,0.89,138.0,2.41,5.0,0.08,7.0,0.13,148.0,2.58,217.0,3.8,1.0,0.05,33.0,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.0,1110.0,1123.0,4934.0,123.0,277.0,9.0,24.0,351.0,468.0,117.0,70.0
8666,6067008007,California,Sacramento County,1,3151,1374,0,0.0,0.0,0,0,0,0,0,0,13.7,82174.0,0,1,0,1,0,0,0,0,,754.0,,,177.0,,754.0,23.94,177.0,5.62,114.0,3.61,213.0,6.77,651.0,20.66,7.0,0.22,38.0,1.21,1.0,0.03,7.0,0.23,50.0,1.59,70.0,2.22,34.0,2.5,29.0,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.0,635.0,643.0,2612.0,126.0,108.0,7.0,35.0,263.0,414.0,161.0,121.0
8667,6067008008,California,Sacramento County,1,4610,1836,0,170.0,3.69,0,0,0,0,0,0,8.5,119219.0,0,1,0,1,0,0,0,0,467.0,3145.0,467.0,90.0,540.0,90.0,3145.0,68.21,540.0,11.71,593.0,12.85,641.0,13.9,2794.0,60.6,46.0,1.0,89.0,1.93,4.0,0.09,24.0,0.53,187.0,4.06,251.0,5.44,25.0,1.38,62.0,3.35,467.0,10.13,90.0,1.94,86.0,1.86,116.0,2.51,428.0,9.29,2.0,0.05,10.0,0.23,0.0,0.0,2.0,0.04,24.0,0.52,37.0,0.8,3.0,0.17,9.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.0,844.0,995.0,4049.0,78.0,136.0,5.0,43.0,299.0,401.0,47.0,94.0
8668,6067008009,California,Sacramento County,1,4407,1902,0,55.0,1.25,0,0,0,0,0,0,12.6,114375.0,1,1,1,1,1,0,0,0,2168.0,4407.0,2168.0,485.0,1208.0,485.0,4407.0,100.0,1208.0,27.41,893.0,20.26,659.0,14.95,3810.0,86.45,116.0,2.63,147.0,3.34,5.0,0.11,35.0,0.79,294.0,6.67,429.0,9.73,86.0,4.5,130.0,6.83,2168.0,49.19,485.0,11.0,427.0,9.69,385.0,8.73,1882.0,42.7,54.0,1.23,71.0,1.62,1.0,0.02,18.0,0.4,141.0,3.21,179.0,4.07,26.0,1.37,65.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223.0,893.0,659.0,3810.0,116.0,147.0,5.0,35.0,294.0,429.0,87.0,127.0
8669,6067008010,California,Sacramento County,1,4890,2013,0,63.0,1.29,0,0,0,0,0,0,11.7,107196.0,1,1,1,1,1,0,0,0,937.0,3796.0,937.0,338.0,1097.0,338.0,3796.0,77.62,1097.0,22.43,731.0,14.95,642.0,13.12,3158.0,64.58,109.0,2.24,214.0,4.37,10.0,0.2,42.0,0.87,262.0,5.37,344.0,7.04,40.0,2.0,111.0,5.53,937.0,19.17,338.0,6.91,156.0,3.2,168.0,3.44,761.0,15.56,22.0,0.44,73.0,1.49,5.0,0.1,11.0,0.22,66.0,1.36,97.0,1.99,0.0,0.0,27.0,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.0,990.0,811.0,4124.0,126.0,245.0,13.0,50.0,332.0,425.0,66.0,129.0
8670,6067008111,California,Sacramento County,1,6153,2291,0,35.0,0.57,0,0,0,0,0,0,7.9,70055.0,0,1,0,1,0,0,0,0,,3302.0,,,941.0,,3302.0,53.66,941.0,15.29,693.0,11.26,515.0,8.37,2790.0,45.35,80.0,1.29,87.0,1.41,14.0,0.23,26.0,0.42,305.0,4.96,418.0,6.8,41.0,1.8,112.0,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.0,1396.0,874.0,5236.0,122.0,159.0,24.0,61.0,551.0,784.0,56.0,208.0
